,game_id,event_id,inning,inning_top_bot,score,batting,fielding,description,player1,player1_end,player2,player2_end,player3,player3_end,player4,player4_end,pinch_player_in,pinch_player_out
57,0,57,6,bot,1-5,Stanford,Cal St. Fullerton,"Hoerner,N tripled down the rf line (1-1 KB).","Hoerner,N",third,,,,,,,,
58,0,58,6,bot,1-5,Stanford,Cal St. Fullerton,"Handley, M. flied out to lf (3-1 FBBB).","Handley, M.",out,,,,,,,,
59,0,59,7,top,1-5,Cal St. Fullerton,Stanford,"Grech, Z. to p for Beck, T..",,,,,,,,,,
60,0,60,7,top,1-5,Cal St. Fullerton,Stanford,D. Cope hit by pitch (1-0 B).,D. Cope,first,,,,,,,,
61,0,61,7,top,1-5,Cal St. Fullerton,Stanford,T. Lasch flied out to cf (1-2 BKFF).,T. Lasch,out,,,,,,,,
62,0,62,7,top,1-5,Cal St. Fullerton,Stanford,J. Hernandez flied out to cf (1-1 BK).,J. Hernandez,out,,,,,,,,
63,0,63,7,top,1-5,Cal St. Fullerton,Stanford,J. Pavletich flied out to lf (3-2 KBBSFB).,J. Pavletich,out,,,,,,,,
64,0,64,7,bot,1-5,Stanford,Cal St. Fullerton,J. Endersby to p for T. Wilson.,,,,,,,,,,
65,0,65,7,bot,1-5,Stanford,Cal St. Fullerton,"Bakst,Dan walked (3-0 BBBB).","Bakst,Dan",first,,,,,,,,
66,0,66,7,bot,1-5,Stanford,Cal St. Fullerton,"Wulff, B. reached on a fielders choice (2-2 KBBK) Bakst,Dan out at second 3b to 2b.","Wulff, B.",first,"Bakst,Dan",out,,,,,,
67,0,67,7,bot,1-5,Stanford,Cal St. Fullerton,"Daschbach reached on a fielders choice (3-2 BSBSB) Wulff, B. out at second 3b to 2b.",Daschbach,first,"Wulff, B.",out,,,,,,
68,0,68,7,bot,1-5,Stanford,Cal St. Fullerton,"Stowers,K walked (3-2 BSBFBB) Daschbach advanced to second.","Stowers,K",first,Daschbach,second,,,,,,
69,0,69,7,bot,1-5,Stanford,Cal St. Fullerton,"Wilson, A. grounded out to 1b unassisted (0-1 K).","Wilson, A.",out,,,,,,,,
70,0,70,8,top,1-5,Cal St. Fullerton,Stanford,M. Berryhill pinch hit for B. Borgogno.,M. Berryhill,unknown,B. Borgogno,unknown,,,,,,
71,0,71,8,top,1-5,Cal St. Fullerton,Stanford,M. Berryhill singled to center field (1-1 BF).,M. Berryhill,first,,,,,,,,
72,0,72,8,top,1-5,Cal St. Fullerton,Stanford,"Little, J. to p for Grech, Z..",,,,,,,,,,
73,0,73,8,top,1-5,Cal St. Fullerton,Stanford,H. LoForte popped up to ss (3-1 BBFB).,H. LoForte,out,,,,,,,,
74,0,74,8,top,1-5,Cal St. Fullerton,Stanford,S.Valenzuela flied out to cf (1-2 KBF).,S.Valenzuela,out,,,,,,,,
75,0,75,8,top,1-5,Cal St. Fullerton,Stanford,R. Cardenas struck out swinging (0-2 SSS).,R. Cardenas,out,,,,,,,,
76,0,76,8,bot,1-5,Stanford,Cal St. Fullerton,Z. Weller to 3b for M. Berryhill.,Z. Weller,unknown,M. Berryhill,unknown,,,,,,
77,0,77,8,bot,1-5,Stanford,Cal St. Fullerton,Z. Weller to 3b for J. Hernandez.,Z. Weller,unknown,J. Hernandez,unknown,,,,,,
