"","date","location","attendance","inning","inning_top_bot","score","batting","fielding","description"
"1401","03/11/2018","Austin, Texas",NA,"6","top","7-0","Stanford","Texas","Molfetta,C advanced to second on a passed ball Stowers,K advanced to third on a passed ball Handley, M. scored on a passed ball."
"1402","03/11/2018","Austin, Texas",NA,"6","top","7-0","Stanford","Texas","Tawa, T. hit by pitch."
"1403","03/11/2018","Austin, Texas",NA,"6","top","9-0","Stanford","Texas","Hoerner,N singled to left center, 2 RBI Tawa, T. advanced to third Molfetta,C scored, unearned Stowers,K scored."
"1404","03/11/2018","Austin, Texas",NA,"6","top","9-0","Stanford","Texas","Wulff, B. fouled out to ss."
"1405","03/11/2018","Austin, Texas",NA,"6","bot","9-0","Texas","Stanford","Shaw, T grounded out to 2b."
"1406","03/11/2018","Austin, Texas",NA,"6","bot","9-0","Texas","Stanford","Todd flied out to rf."
"1407","03/11/2018","Austin, Texas",NA,"6","bot","9-0","Texas","Stanford","Ellis singled up the middle."
"1408","03/11/2018","Austin, Texas",NA,"6","bot","9-0","Texas","Stanford","Hamilton struck out swinging."
"1409","03/11/2018","Austin, Texas",NA,"7","top","9-0","Stanford","Texas","Bocchi to p for McKenzie."
"1410","03/11/2018","Austin, Texas",NA,"7","top","9-0","Stanford","Texas","Daschbach grounded out to 3b."
"1411","03/11/2018","Austin, Texas",NA,"7","top","9-0","Stanford","Texas","Handley, M. grounded out to ss."
"1412","03/11/2018","Austin, Texas",NA,"7","top","9-0","Stanford","Texas","Stowers,K doubled to left center."
"1413","03/11/2018","Austin, Texas",NA,"7","top","9-0","Stanford","Texas","Carter, B. walked."
"1414","03/11/2018","Austin, Texas",NA,"7","top","10-0","Stanford","Texas","Kuet,J singled to left center, RBI Carter, B. advanced to second Stowers,K scored."
"1415","03/11/2018","Austin, Texas",NA,"7","top","10-0","Stanford","Texas","Molfetta,C struck out swinging."
"1416","03/11/2018","Austin, Texas",NA,"7","bot","10-0","Texas","Stanford","Hibbeler singled to center field."
"1417","03/11/2018","Austin, Texas",NA,"7","bot","10-0","Texas","Stanford","Palisch, J. to p for Beck, B.."
"1418","03/11/2018","Austin, Texas",NA,"7","bot","10-0","Texas","Stanford","Clemens, Ko walked Hibbeler advanced to second."
"1419","03/11/2018","Austin, Texas",NA,"7","bot","10-0","Texas","Stanford","Clemens, Ko advanced to second Hibbeler advanced to third on an error by c."
"1420","03/11/2018","Austin, Texas",NA,"7","bot","10-1","Texas","Stanford","Zubia grounded out to 2b, RBI Clemens, Ko advanced to third Hibbeler scored, unearned."
"1421","03/11/2018","Austin, Texas",NA,"7","bot","10-1","Texas","Stanford","Grech, Z. to p for Palisch, J.."
"1422","03/11/2018","Austin, Texas",NA,"7","bot","10-1","Texas","Stanford","Reynolds popped up to 2b."
"1423","03/11/2018","Austin, Texas",NA,"7","bot","10-1","Texas","Stanford","Petrinsky flied out to cf."
"1424","03/11/2018","Austin, Texas",NA,"8","top","10-1","Stanford","Texas","Fields to p for Bocchi."
"1425","03/11/2018","Austin, Texas",NA,"8","top","10-1","Stanford","Texas","McCann to c for Hamilton."
"1426","03/11/2018","Austin, Texas",NA,"8","top","10-1","Stanford","Texas","Clemens, Ko to 2b."
"1427","03/11/2018","Austin, Texas",NA,"8","top","10-1","Stanford","Texas","Reynolds to 3b."
"1428","03/11/2018","Austin, Texas",NA,"8","top","10-1","Stanford","Texas","Petrinsky to 1b."
"1429","03/11/2018","Austin, Texas",NA,"8","top","10-1","Stanford","Texas","Tawa, T. struck out swinging."
"1430","03/11/2018","Austin, Texas",NA,"8","top","10-1","Stanford","Texas","Hoerner,N flied out to lf."
"1431","03/11/2018","Austin, Texas",NA,"8","top","10-1","Stanford","Texas","Wulff, B. grounded out to ss."
"1432","03/11/2018","Austin, Texas",NA,"8","bot","10-1","Texas","Stanford","Brueser, N. to 1b for Daschbach."
"1433","03/11/2018","Austin, Texas",NA,"8","bot","10-1","Texas","Stanford","Shaw, T flied out to cf."
"1434","03/11/2018","Austin, Texas",NA,"8","bot","10-1","Texas","Stanford","Todd hit by pitch."
"1435","03/11/2018","Austin, Texas",NA,"8","bot","10-1","Texas","Stanford","Ellis walked Todd advanced to second."
"1436","03/11/2018","Austin, Texas",NA,"8","bot","10-1","Texas","Stanford","McCann grounded into double play ss to 2b to 1b Ellis out on the play."
"1437","03/11/2018","Austin, Texas",NA,"9","top","10-1","Stanford","Texas","Verplank to p for Fields."
"1438","03/11/2018","Austin, Texas",NA,"9","top","10-1","Stanford","Texas","Brueser, N. singled to right field."
"1439","03/11/2018","Austin, Texas",NA,"9","top","10-1","Stanford","Texas","Handley, M. hit by pitch Brueser, N. advanced to second."
"1440","03/11/2018","Austin, Texas",NA,"9","top","10-1","Stanford","Texas","Stowers,K out at first 1b to p Handley, M. advanced to second Brueser, N. advanced to third."
"1441","03/11/2018","Austin, Texas",NA,"9","top","10-1","Stanford","Texas","Carter, B. walked."
"1442","03/11/2018","Austin, Texas",NA,"9","top","11-1","Stanford","Texas","Kuet,J reached on a fielders choice, RBI Carter, B. out at second 2b to ss Handley, M. advanced to third Brueser, N. scored."
"1443","03/11/2018","Austin, Texas",NA,"9","top","11-1","Stanford","Texas","Robinson, C. pinch hit."
"1444","03/11/2018","Austin, Texas",NA,"9","top","11-1","Stanford","Texas","Robinson, C. to dh for Molfetta,C."
"1445","03/11/2018","Austin, Texas",NA,"9","top","11-1","Stanford","Texas","Robinson, C. struck out looking."
"1446","03/11/2018","Austin, Texas",NA,"9","bot","11-1","Texas","Stanford","Bakst,Dan to p for Grech, Z.."
"1447","03/11/2018","Austin, Texas",NA,"9","bot","11-1","Texas","Stanford","Hibbeler flied out to rf."
"1448","03/11/2018","Austin, Texas",NA,"9","bot","11-1","Texas","Stanford","Clemens, Ko flied out to cf."
"1449","03/11/2018","Austin, Texas",NA,"9","bot","11-1","Texas","Stanford","Zubia walked."
"1450","03/11/2018","Austin, Texas",NA,"9","bot","11-1","Texas","Stanford","Reynolds reached on a fielders choice Zubia out at second 3b to 2b."
"1451","03/23/2018","Stanford, Calif.",NA,"1","top","0-0","Southern California","Stanford","Acosta, M. out at first 2b to c (1-0 B)."
"1452","03/23/2018","Stanford, Calif.",NA,"1","top","0-0","Southern California","Stanford","Nootbaar, L. struck out looking (1-2 KBSK)."
"1453","03/23/2018","Stanford, Calif.",NA,"1","top","0-0","Southern California","Stanford","Perez, B. popped up to 1b (0-1 K)."
"1454","03/23/2018","Stanford, Calif.",NA,"1","bot","0-0","Stanford","Southern California","Tawa, T. struck out swinging (2-2 KBBSFS)."
"1455","03/23/2018","Stanford, Calif.",NA,"1","bot","0-0","Stanford","Southern California","Hoerner,N singled to left field (2-1 BBK)."
"1456","03/23/2018","Stanford, Calif.",NA,"1","bot","0-0","Stanford","Southern California","Wulff, B. flied out to cf (1-0 B)."
"1457","03/23/2018","Stanford, Calif.",NA,"1","bot","0-0","Stanford","Southern California","Hoerner,N advanced to second."
"1458","03/23/2018","Stanford, Calif.",NA,"1","bot","0-0","Stanford","Southern California","Daschbach grounded out to ss (3-1 FBBB)."
"1459","03/23/2018","Stanford, Calif.",NA,"2","top","0-0","Southern California","Stanford","Paulson, D. grounded out to 3b (0-0)."
"1460","03/23/2018","Stanford, Calif.",NA,"2","top","0-0","Southern California","Stanford","Sabol, B. reached on a fielding error by 2b (2-2 KSBB)."
"1461","03/23/2018","Stanford, Calif.",NA,"2","top","0-0","Southern California","Stanford","Sabol, B. picked off, out at first p to 1b to ss to 1b."
"1462","03/23/2018","Stanford, Calif.",NA,"2","top","0-0","Southern California","Stanford","Dubb, S. grounded out to 3b (2-1 KBB)."
"1463","03/23/2018","Stanford, Calif.",NA,"2","bot","0-0","Stanford","Southern California","Stowers,K walked (3-0 BBBB)."
"1464","03/23/2018","Stanford, Calif.",NA,"2","bot","0-0","Stanford","Southern California","Handley, M. hit by pitch (2-1 KBB) Stowers,K advanced to second."
"1465","03/23/2018","Stanford, Calif.",NA,"2","bot","0-0","Stanford","Southern California","Carter, B. walked (3-1 BSBBB) Handley, M. advanced to second Stowers,K advanced to third."
"1466","03/23/2018","Stanford, Calif.",NA,"2","bot","0-1","Stanford","Southern California","Branton,B singled to center field, RBI (0-1 K) Carter, B. advanced to second Handley, M. advanced to third Stowers,K scored."
"1467","03/23/2018","Stanford, Calif.",NA,"2","bot","0-2","Stanford","Southern California","Kuet,J flied out to cf, SAC, RBI (2-2 BBSK) Handley, M. scored."
"1468","03/23/2018","Stanford, Calif.",NA,"2","bot","0-2","Stanford","Southern California","Tawa, T. struck out swinging (2-2 KSBFBS)."
"1469","03/23/2018","Stanford, Calif.",NA,"2","bot","0-2","Stanford","Southern California","Hoerner,N grounded out to 2b (2-2 FBKBF)."
"1470","03/23/2018","Stanford, Calif.",NA,"3","top","0-2","Southern California","Stanford","Bushor, C. doubled down the lf line (0-0)."
"1471","03/23/2018","Stanford, Calif.",NA,"3","top","0-2","Southern California","Stanford","Armenta, A. popped up to cf (2-0 BB)."
"1472","03/23/2018","Stanford, Calif.",NA,"3","top","0-2","Southern California","Stanford","Murphy, K. singled to shortstop (0-2 SF)."
"1473","03/23/2018","Stanford, Calif.",NA,"3","top","0-2","Southern California","Stanford","Acosta, M. grounded out to 1b unassisted (1-1 BF) Murphy, K. advanced to second Bushor, C. advanced to third."
"1474","03/23/2018","Stanford, Calif.",NA,"3","top","0-2","Southern California","Stanford","Nootbaar, L. struck out looking (1-2 BKKK)."
"1475","03/23/2018","Stanford, Calif.",NA,"3","bot","0-2","Stanford","Southern California","Wulff, B. singled to second base (3-2 KFBBB)."
"1476","03/23/2018","Stanford, Calif.",NA,"3","bot","0-2","Stanford","Southern California","Daschbach struck out looking (0-2 KSK)."
"1477","03/23/2018","Stanford, Calif.",NA,"3","bot","0-2","Stanford","Southern California","Wulff, B. advanced to second on a wild pitch."
"1478","03/23/2018","Stanford, Calif.",NA,"3","bot","0-2","Stanford","Southern California","Stowers,K struck out swinging (2-2 SFBBS)."
"1479","03/23/2018","Stanford, Calif.",NA,"3","bot","0-3","Stanford","Southern California","Handley, M. singled to right field, RBI (2-2 SBSB) Wulff, B. scored."
"1480","03/23/2018","Stanford, Calif.",NA,"3","bot","0-3","Stanford","Southern California","Carter, B. flied out to cf (0-2 FSF)."
"1481","03/23/2018","Stanford, Calif.",NA,"4","top","0-3","Southern California","Stanford","Perez, B. flied out to cf (0-0)."
"1482","03/23/2018","Stanford, Calif.",NA,"4","top","0-3","Southern California","Stanford","Paulson, D. grounded out to 2b (1-1 BF)."
"1483","03/23/2018","Stanford, Calif.",NA,"4","top","0-3","Southern California","Stanford","Sabol, B. struck out swinging (2-2 SBBSS)."
"1484","03/23/2018","Stanford, Calif.",NA,"4","bot","0-3","Stanford","Southern California","Branton,B grounded out to 1b unassisted (0-1 K)."
"1485","03/23/2018","Stanford, Calif.",NA,"4","bot","0-3","Stanford","Southern California","Kuet,J flied out to lf (2-1 BKB)."
"1486","03/23/2018","Stanford, Calif.",NA,"4","bot","0-3","Stanford","Southern California","Tawa, T. hit by pitch (0-0)."
"1487","03/23/2018","Stanford, Calif.",NA,"4","bot","0-3","Stanford","Southern California","Hoerner,N flied out to rf (0-2 KFFF)."
"1488","03/23/2018","Stanford, Calif.",NA,"5","top","0-3","Southern California","Stanford","Dubb, S. struck out looking (2-2 BBKSK)."
"1489","03/23/2018","Stanford, Calif.",NA,"5","top","0-3","Southern California","Stanford","Bushor, C. grounded out to ss (3-2 KBBKB)."
"1490","03/23/2018","Stanford, Calif.",NA,"5","top","0-3","Southern California","Stanford","Armenta, A. grounded out to 3b (2-2 BFBK)."
"1491","03/23/2018","Stanford, Calif.",NA,"5","bot","0-3","Stanford","Southern California","Wulff, B. doubled down the rf line (0-1 S)."
"1492","03/23/2018","Stanford, Calif.",NA,"5","bot","0-3","Stanford","Southern California","Daschbach grounded out to ss (0-2 KF) Wulff, B. advanced to third."
"1493","03/23/2018","Stanford, Calif.",NA,"5","bot","0-4","Stanford","Southern California","Stowers,K singled through the right side, RBI (2-2 FBFFB) Wulff, B. scored."
"1494","03/23/2018","Stanford, Calif.",NA,"5","bot","0-4","Stanford","Southern California","Stowers,K stole second."
"1495","03/23/2018","Stanford, Calif.",NA,"5","bot","0-4","Stanford","Southern California","Handley, M. popped up to ss (3-2 BBBSFF)."
"1496","03/23/2018","Stanford, Calif.",NA,"5","bot","0-4","Stanford","Southern California","Stowers,K advanced to third on a passed ball."
"1497","03/23/2018","Stanford, Calif.",NA,"5","bot","0-4","Stanford","Southern California","Carter, B. walked (3-1 BBSBB)."
"1498","03/23/2018","Stanford, Calif.",NA,"5","bot","0-4","Stanford","Southern California","Branton,B popped up to 1b (1-0 B)."
"1499","03/23/2018","Stanford, Calif.",NA,"6","top","0-4","Southern California","Stanford","Murphy, K. doubled to left center (0-0)."
"1500","03/23/2018","Stanford, Calif.",NA,"6","top","1-4","Southern California","Stanford","Acosta, M. singled up the middle, RBI (1-1 SB) Murphy, K. scored."
"1501","03/23/2018","Stanford, Calif.",NA,"6","top","1-4","Southern California","Stanford","Nootbaar, L. struck out swinging (0-2 SKS)."
"1502","03/23/2018","Stanford, Calif.",NA,"6","top","1-4","Southern California","Stanford","Perez, B. grounded out to ss (3-2 SBKBB) Acosta, M. advanced to second."
"1503","03/23/2018","Stanford, Calif.",NA,"6","top","1-4","Southern California","Stanford","Paulson, D. struck out looking (1-2 KBFK)."
"1504","03/23/2018","Stanford, Calif.",NA,"6","bot","1-4","Stanford","Southern California","Manning, A. to p for Hurt, K.."
"1505","03/23/2018","Stanford, Calif.",NA,"6","bot","1-4","Stanford","Southern California","Kuet,J struck out swinging (1-2 BSKS)."
"1506","03/23/2018","Stanford, Calif.",NA,"6","bot","1-4","Stanford","Southern California","Tawa, T. grounded out to 1b unassisted (0-0)."
"1507","03/23/2018","Stanford, Calif.",NA,"6","bot","1-4","Stanford","Southern California","Hoerner,N flied out to lf (1-1 KB)."
"1508","03/23/2018","Stanford, Calif.",NA,"7","top","1-4","Southern California","Stanford","Sabol, B. struck out swinging (1-2 BKSS)."
"1509","03/23/2018","Stanford, Calif.",NA,"7","top","1-4","Southern California","Stanford","Dubb, S. walked (3-1 BBFBB)."
"1510","03/23/2018","Stanford, Calif.",NA,"7","top","1-4","Southern California","Stanford","Bushor, C. struck out swinging (0-2 KSS)."
"1511","03/23/2018","Stanford, Calif.",NA,"7","top","1-4","Southern California","Stanford","Armenta, A. singled through the right side (0-1 K) Dubb, S. advanced to third."
"1512","03/23/2018","Stanford, Calif.",NA,"7","top","1-4","Southern California","Stanford","Murphy, K. struck out swinging (3-2 BBKFBFS)."
"1513","03/23/2018","Stanford, Calif.",NA,"7","bot","1-4","Stanford","Southern California","Wulff, B. flied out to cf (3-2 BKSBBF)."
"1514","03/23/2018","Stanford, Calif.",NA,"7","bot","1-4","Stanford","Southern California","Daschbach walked (3-2 BBKFBFB)."
"1515","03/23/2018","Stanford, Calif.",NA,"7","bot","1-4","Stanford","Southern California","Daschbach advanced to second on a wild pitch."
"1516","03/23/2018","Stanford, Calif.",NA,"7","bot","1-4","Stanford","Southern California","Stowers,K struck out swinging (3-2 BSBBFFS)."
"1517","03/23/2018","Stanford, Calif.",NA,"7","bot","1-4","Stanford","Southern California","Daschbach advanced to third on a passed ball."
"1518","03/23/2018","Stanford, Calif.",NA,"7","bot","1-5","Stanford","Southern California","Handley, M. singled through the right side, RBI (3-2 BBKBK) Daschbach scored, unearned."
"1519","03/23/2018","Stanford, Calif.",NA,"7","bot","1-5","Stanford","Southern California","Handley, M. advanced to second on a fielding error by p, failed pickoff attempt, advanced to third."
"1520","03/23/2018","Stanford, Calif.",NA,"7","bot","1-5","Stanford","Southern California","Carter, B. struck out swinging (0-2 KKS)."
"1521","03/23/2018","Stanford, Calif.",NA,"8","top","1-5","Southern California","Stanford","Little, J. to p for Beck, T.."
"1522","03/23/2018","Stanford, Calif.",NA,"8","top","1-5","Southern California","Stanford","Acosta, M. flied out to cf (0-0)."
"1523","03/23/2018","Stanford, Calif.",NA,"8","top","1-5","Southern California","Stanford","Nootbaar, L. struck out swinging (3-2 KBBBFS)."
"1524","03/23/2018","Stanford, Calif.",NA,"8","top","1-5","Southern California","Stanford","Perez, B. struck out looking (0-2 KSK)."
"1525","03/23/2018","Stanford, Calif.",NA,"8","bot","1-5","Stanford","Southern California","Branton,B struck out swinging (3-2 FBKBBS)."
"1526","03/23/2018","Stanford, Calif.",NA,"8","bot","1-5","Stanford","Southern California","Kuet,J popped up to 1b (0-0)."
"1527","03/23/2018","Stanford, Calif.",NA,"8","bot","1-5","Stanford","Southern California","Tawa, T. struck out looking (2-2 BSKBK)."
"1528","03/23/2018","Stanford, Calif.",NA,"9","top","1-5","Southern California","Stanford","Brueser, N. to 1b for Daschbach."
"1529","03/23/2018","Stanford, Calif.",NA,"9","top","1-5","Southern California","Stanford","Paulson, D. grounded out to 2b (1-2 BFS)."
"1530","03/23/2018","Stanford, Calif.",NA,"9","top","1-5","Southern California","Stanford","Sabol, B. singled to left center (1-1 SB)."
"1531","03/23/2018","Stanford, Calif.",NA,"9","top","1-5","Southern California","Stanford","Dubb, S. doubled to left field (0-0) Sabol, B. advanced to third."
"1532","03/23/2018","Stanford, Calif.",NA,"9","top","1-5","Southern California","Stanford","Bushor, C. walked (3-0 BBBB)."
"1533","03/23/2018","Stanford, Calif.",NA,"9","top","1-5","Southern California","Stanford","OGuinn, J. to 3b for Armenta, A.."
"1534","03/23/2018","Stanford, Calif.",NA,"9","top","1-5","Southern California","Stanford","OGuinn, J. grounded into double play ss to 2b to 1b (0-1 K) Bushor, C. out on the play."
"1535","03/24/2018","Stanford, Calif.",NA,"1","top","0-0","Southern California","Stanford","Acosta, M. grounded out to 1b unassisted (2-2 KBFB)."
"1536","03/24/2018","Stanford, Calif.",NA,"1","top","0-0","Southern California","Stanford","Nootbaar, L. struck out looking (3-2 BKKBBK)."
"1537","03/24/2018","Stanford, Calif.",NA,"1","top","0-0","Southern California","Stanford","Perez, B. struck out swinging (1-2 KKBK)."
